id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
70820,City View - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43994,-2.59173,Private room,28,7,138,2019-05-03,2.03,5,59
117122,City Centre-Waterside Retreat,591555,Marcus,,Clifton,51.45051,-2.61054,Private room,65,1,131,2019-03-17,1.37,1,356
146407,Sunny Central Artist Cottage (Dbl),708175,Orla,,Southville,51.44131,-2.60271,Private room,38,2,65,2019-04-28,0.80,2,23
176306,The White Room -  Central Bristol Art House Garden,708175,Orla,,Bedminster,51.44101,-2.60121,Private room,35,2,33,2019-02-09,0.42,2,67
220956,"Light, Modern, 1st Floor Apartment.",1145941,Stephen,,Bedminster,51.43852,-2.60142,Entire home/apt,59,2,81,2019-05-12,0.87,1,120
307634,Peaceful Safe Home & Clear Space 'The Lilac Room',1582810,Wendy,,Easton,51.46641,-2.55533,Private room,28,3,16,2019-05-06,0.67,2,176
322906,HUGE Room CENTRAL location House,1156132,Sue And Toby,,Ashley,51.46668,-2.58274,Private room,65,2,80,2018-09-30,1.13,2,88
341227,Magical Listed Georgian townhouse,237360,Samantha,,Ashley,51.46661,-2.58709,Entire home/apt,250,2,49,2019-05-12,0.57,4,348
389942,Sunny retreat with ensuite,1950884,Sonia,,Redland,51.47926,-2.59108,Private room,50,2,57,2018-08-12,0.66,5,30
389944,Spacious Cosy Room,1950884,Sonia,,Redland,51.47971,-2.59149,Private room,32,2,101,2019-02-21,1.17,5,21
391612,Central Cosy Double Room House1,1958566,Carmen,,Ashley,51.46487,-2.57989,Private room,32,2,15,2015-08-13,0.17,2,0
391613,Single Central Bristol Room House 1,1958566,Carmen,,Ashley,51.46499,-2.57826,Private room,25,2,49,2015-12-06,0.56,2,142
392215,"home from home, large double, light",1961385,Bea,,Brislington East,51.44111,-2.53683,Private room,18,10,23,2018-01-31,0.26,3,199
392217,"home from home, lovely single room",1961385,Bea,,Brislington East,51.44293,-2.53778,Private room,17,10,15,2019-04-30,0.22,3,131
399681,Historic Trym House - five star!,1941316,Kevin & Lesley,,Westbury-on-Trym & Henleaze,51.49508,-2.61715,Private room,70,2,53,2018-10-10,0.64,1,40
407485,Bristol Luxury Garden Apartment,2029719,Ingrid,,Ashley,51.4692,-2.5819,Entire home/apt,98,2,230,2019-05-12,2.68,1,352
421205,The dog lovers haven,2094659,Lis,,Ashley,51.46465,-2.58367,Private room,28,1,118,2019-05-16,1.42,1,240
422956,Modern inner city 3 bed eco house,2103297,Lois,,Redland,51.47331,-2.60598,Entire home/apt,180,2,285,2019-05-06,3.32,2,300
554813,Central Double Room With Your Own Bathroom,2727252,Rich & Ray,,Lawrence Hill,51.45618,-2.57738,Private room,36,1,147,2019-04-22,1.75,1,46
559177,Modern city centre loft style,2736590,Jamie,,Central,51.45036,-2.58938,Entire home/apt,80,30,19,2019-04-07,0.23,2,280
664979,"Exclusive use of caravan, & parking",1949283,Catherine,,Eastville,51.47134,-2.53487,Entire home/apt,24,2,104,2018-03-30,1.40,1,136
676106,Unique Dbl Loft space nr station,683638,Helen,,Windmill Hill,51.44192,-2.57073,Private room,30,1,464,2019-04-03,5.78,2,356
688324,"The Green Room, Comfy Double in St Werburghs",3514043,Natasha,,Ashley,51.46974,-2.57565,Private room,28,2,249,2018-11-19,3.07,2,0
753655,Edwardian house in central Bristol,3647954,Cath,,Southville,51.44553,-2.60413,Private room,50,1,240,2019-05-12,3.09,2,343
758894,"Luxury Clifton Village, internet, parking permits",3996407,Joanna,,Clifton,51.45443,-2.62066,Entire home/apt,90,2,314,2019-05-10,3.96,1,320
774471,Lovely Single B/Rm-Central Location,4086056,Lilian,,Hotwells & Harbourside,51.45207,-2.60724,Private room,35,1,404,2019-05-16,5.27,2,155
787688,"Entire quirky flat, amazing views",683638,Helen,,Windmill Hill,51.44062,-2.5723,Entire home/apt,68,3,3,2015-04-13,0.05,2,0
828102,Charming Room in Victorian Terrace,4341765,Patricia,,St George West,51.45969,-2.54104,Private room,26,2,77,2019-04-22,1.11,4,309
832235,Luxury Double En Suite Bedroom,4356624,Claire,,Southville,51.44201,-2.61939,Private room,55,1,90,2019-05-12,1.83,1,293
838106,Big double room ensuite bathroom,4379169,Sarah,,Redland,51.47079,-2.59645,Private room,55,2,199,2019-04-11,2.60,2,56
853819,peaceful short term home,4474160,Sarah,,Ashley,51.46963,-2.58088,Private room,62,21,0,,,1,365
868888,Large double room with breakfast,4577089,Rohan,,Eastville,51.47278,-2.54713,Private room,21,20,4,2018-10-31,0.29,2,354
870076,Cosy Single Bedroom in Southville,3647954,Cath,,Southville,51.44593,-2.60309,Private room,39,1,136,2019-05-09,1.79,2,335
897555,Cosy nicely lit room in Bedminster,3271882,Gwen,,Southville,51.44161,-2.59864,Private room,27,2,130,2019-03-25,1.69,2,288
907928,Georgian maisonette nr Stokes Croft,2689636,Katie And James,,Ashley,51.46619,-2.58479,Private room,28,2,220,2019-03-08,2.88,1,37
942226,BnB in Barn with 2 ensuite Bedrooms,2103297,Lois,,Redland,51.47513,-2.60474,Entire home/apt,120,2,184,2019-05-11,2.58,2,272
975170,Double room in quiet LGBTQ friendly home,5332833,Ashley,,Eastville,51.48256,-2.5546,Private room,28,2,93,2019-03-23,1.24,2,77
979236,large ensuite with seating area,1156132,Sue And Toby,,Ashley,51.46665,-2.58284,Private room,64,1,161,2019-02-24,2.51,2,88
995235,Clifton Towers Bristol B and B ,5466703,Marie,,Clifton,51.45308,-2.61544,Private room,40,1,192,2019-05-08,2.85,1,309
996270,Cosy Room in Victorian Terrace,4341765,Patricia,,St George Central,51.45977,-2.53908,Private room,22,2,27,2019-04-14,0.48,4,302
1033484,Tranquil Room near City Centre,5687726,Joanne,,Ashley,51.46307,-2.57982,Private room,33,1,284,2019-04-30,3.83,2,261
1058698,Ace Attic room in Victorian Terrace,4341765,Patricia,,St George West,51.4599,-2.54102,Private room,29,2,23,2019-03-06,1.06,4,287
1096853,"Lovely quiet, clean, Double Bed+Single, with tv",487598,Maggie,,Easton,51.46907,-2.56077,Private room,32,1,348,2019-05-10,4.80,4,74
1096947,"Lovely quiet, clean, cosy room, Double Bed, tv",487598,Maggie,,Easton,51.46922,-2.56105,Private room,29,1,294,2019-03-28,4.07,4,75
1166104,Private room in ‘Garden Square' Georgian townhouse,6386989,Anne + Iain,,Hotwells & Harbourside,51.45052,-2.62055,Private room,37,2,59,2019-04-28,0.82,2,294
1194755,Colourful Victorian House with Siamese cats,1950884,Sonia,,Redland,51.47905,-2.59016,Entire home/apt,160,1,12,2018-11-04,0.21,5,4
1258955,Small double room in Bedminster,3271882,Gwen,,Southville,51.4402,-2.59772,Private room,33,2,76,2019-04-15,1.06,2,287
1260621,An Old Jewellers in Montpelier,6865698,Kirsty,,Ashley,51.46465,-2.58947,Private room,28,1,173,2019-05-12,2.61,2,319
1306288,"A quiet, private, modern apartment with balcony",7102048,Robert,,Ashley,51.45954,-2.58671,Entire home/apt,85,3,42,2019-01-03,0.59,7,338
1329265,"Excellent central location, perfect for visitors",7144675,Stephanie,,Lawrence Hill,51.45952,-2.57379,Private room,33,2,182,2019-04-22,2.57,1,148
1337681,Stylish Home in Amazing Location,7254449,Tamsin,,Stoke Bishop,51.47366,-2.63905,Entire home/apt,350,7,14,2018-09-17,0.20,2,293
1371440,Modern 1 Bedroom Flat near Center,2975961,Tony,,Clifton,51.45216,-2.61042,Entire home/apt,76,1,238,2019-05-08,3.37,2,73
1457693,Cosy single room with breakfast,4577089,Rohan,,Eastville,51.47371,-2.54602,Private room,17,20,11,2019-04-14,0.16,2,272
1487240,Lovely Dbl/bdrm- Central Location,4086056,Lilian,,Hotwells & Harbourside,51.45226,-2.60839,Private room,40,1,238,2019-05-12,3.46,2,194
1509615,Amazing location centre of Bristol,7607380,Jerry & Jacqui,,Hotwells & Harbourside,51.44786,-2.60234,Private room,44,1,457,2019-05-16,6.61,2,311
1524396,Woodburner - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43993,-2.59185,Private room,27,1,133,2019-02-24,1.93,5,33
1536968,Blanket Box - Sarah's large Room,360195,Sarah,,Windmill Hill,51.44049,-2.5922,Private room,40,1,93,2019-04-15,2.01,5,4
1586814,"A quiet, modern studio apartment",7102048,Robert,,Ashley,51.46087,-2.58604,Entire home/apt,80,3,38,2018-07-17,0.55,7,314
1608917,Double bedroom in Bristol,8568332,Lynn,,Bishopsworth,51.41606,-2.61838,Private room,22,5,0,,,1,0
1623879,Homestay - Single Room in Bristol,8635028,John,,Henbury & Brentry,51.51255,-2.60012,Private room,22,2,112,2019-04-26,1.63,1,345
1657861,"A private, quiet studio apartment",7102048,Robert,,Ashley,51.46112,-2.58332,Entire home/apt,80,3,40,2017-09-25,0.58,7,45
1772967, Private and peaceful Room ,4176180,Kai,,Lockleaze,51.49725,-2.57119,Private room,35,1,29,2016-09-23,0.45,2,0
1773005,Spacious and peaceful private room,4176180,Kai,,Lockleaze,51.49591,-2.57178,Private room,35,1,27,2018-11-17,0.47,2,82
1906645,"Sunny, stylish home-great location- FREE PARKING!",9487977,Abi,,Cotham,51.46669,-2.59684,Entire home/apt,70,2,28,2019-04-22,0.83,2,77
2006472,Large Double Room Close to Centre,10328734,Patrick,,Southville,51.44483,-2.60435,Private room,31,1,204,2019-05-16,3.14,1,14
2009295,Light/Airy room in victorian house!,10340790,Nadim,,Cotham,51.46999,-2.60549,Private room,34,1,172,2019-05-12,2.70,1,150
2028961,Single room in quiet LGBTQ friendly home,5332833,Ashley,,Eastville,51.48289,-2.55452,Private room,26,2,66,2019-03-23,1.02,2,16
2164660,Lovely light attic room,5905890,Stella,,Easton,51.46988,-2.56336,Private room,30,1,143,2019-01-01,2.33,2,164
2225509,Stokes Croft Crash Pad,10310486,Simon,,Ashley,51.46302,-2.5862,Private room,59,1,151,2019-04-21,2.34,1,365
2235568,A Cool Place in Montpelier !,11413122,Tony,,Ashley,51.46841,-2.58798,Private room,37,2,221,2019-05-03,3.51,3,117
2403979,Entire family home near city centre,12286397,Bo,,Ashley,51.4702,-2.57579,Entire home/apt,150,2,10,2019-05-12,0.16,1,14
2404407,Brooklyn-Style Art Loft With Balcony & Free Prk,11141720,Mike,,Lawrence Hill,51.44403,-2.56864,Entire home/apt,107,1,63,2019-05-03,1.00,7,156
2446524,A home away from home!,12510269,Namrata,,Clifton,51.46097,-2.62344,Private room,45,1,16,2018-07-20,0.79,2,291
2523293,A stay in a home from home! ,12510269,Namrata,,Clifton,51.46098,-2.62405,Private room,32,1,88,2019-05-05,1.45,2,346
2548956,"Huge, bright, spacious double room",13019736,Jody,,Southmead,51.50372,-2.59014,Private room,28,1,198,2019-05-05,7.19,2,72
2636847, 2 double bed flat centre bristol!,7484271,Sammi,,Hotwells & Harbourside,51.45051,-2.60434,Entire home/apt,140,1,12,2014-11-30,0.20,1,0
2681672,Light and cosy double - ensuite,10742048,Delia And Huw,,Westbury-on-Trym & Henleaze,51.48757,-2.59329,Private room,40,1,99,2019-03-08,1.64,1,51
2780689,"Comfortable, light single room",5905890,Stella,,Easton,51.47066,-2.56357,Private room,24,1,225,2019-05-05,3.67,2,51
2793019,Cute Quirky Flat in Prime Location,13804437,Kathleen,,Ashley,51.46545,-2.58329,Entire home/apt,45,2,48,2018-12-24,0.79,1,145
2819807,Small bright room in Clifton,14425470,Nuccia,,Clifton,51.45851,-2.62321,Private room,25,2,247,2019-05-12,4.07,1,55
3015870,Cosy and comfy double room.,15369567,Mary,,Easton,51.46169,-2.55539,Private room,20,1,70,2018-08-17,4.08,1,0
3110479,Charming 1 Bed Flat in Clifton ★ Opposite Lido Spa,13642514,Dani,,Clifton Down,51.46103,-2.61462,Entire home/apt,100,2,94,2019-05-06,1.58,1,208
3127289,Sunny and spacious house,15485474,Fran,,Redland,51.47999,-2.59575,Entire home/apt,85,2,84,2019-04-22,1.39,1,216
3127736,"Characterful, spacious and light",6112011,Mima,,Ashley,51.47004,-2.58222,Entire home/apt,75,2,122,2018-08-20,2.02,1,41
3171080,The Spare Room,3039024,Alice,,Ashley,51.46442,-2.58098,Private room,30,14,1,2015-07-27,0.02,1,215
3228114,"Bristol, Lovely room in great area.",16338731,Tina,,Redland,51.47168,-2.59304,Private room,45,7,43,2019-03-03,0.72,2,144
3254527,Comfortable Bright Single Room  ,16459934,Florence,,Lockleaze,51.49441,-2.57308,Private room,20,1,113,2019-03-22,1.96,1,317
3365141,Quiet + large ensuite double room,7588995,Olivia,,Ashley,51.46816,-2.58244,Private room,40,1,291,2019-04-06,4.87,2,319
3402765,Lovely Georgian Terraced House ,16271311,Bryony,,Hotwells & Harbourside,51.4494,-2.61259,Entire home/apt,140,7,2,2014-08-30,0.03,1,0
3457246,lovely single room in quiet house,17422981,Kath,,Stockwood,51.41164,-2.55671,Private room,18,7,25,2019-01-20,0.43,1,281
3457570,"Thyme Lodge, cabin in the garden",1961385,Bea,,Brislington East,51.44093,-2.53774,Entire home/apt,69,2,16,2019-05-03,0.29,3,294
3468287,Double-bedroom to rent near city centre,17474076,Monica,,Lawrence Hill,51.46052,-2.56626,Private room,28,2,51,2019-04-25,1.13,2,313
3490153,Cosy child friendly garden flat in great location!,12977253,Nicole,,Cotham,51.4677,-2.6074,Entire home/apt,100,3,6,2015-01-03,0.11,1,0
3490531,Modern Clifton Town House,650181,Jeremy,,Clifton Down,51.46692,-2.60854,Private room,39,4,10,2015-03-12,0.17,1,81
3490779,"Lovely large, quiet, clean room, Double Bed, sofa",487598,Maggie,,Easton,51.46796,-2.56088,Private room,32,1,224,2019-05-12,3.78,4,63
3545386,Large terraced apartment in the heart of Clifton,3949983,Jo And Andrew,,Clifton,51.45226,-2.62484,Entire home/apt,350,2,15,2019-02-04,0.59,1,281
3560608,Private haven w bathroom & parking,17925448,Sophie,,Bishopston & Ashley Down,51.47519,-2.5778,Private room,40,2,49,2016-08-09,0.83,2,47
3598755,Large Sunny Bedroom in Victorian Town House,12730318,Melanie,,Frome Vale,51.48355,-2.52681,Private room,30,1,9,2018-11-15,0.16,1,75
3609645,Quirky but Comfortable Attic Room,4341765,Patricia,,St George West,51.45948,-2.54054,Private room,26,2,75,2019-04-22,1.32,4,250
3620755,Lovely flat in central Bristol,18241415,Joseph,,Hotwells & Harbourside,51.45292,-2.60446,Entire home/apt,65,2,312,2019-05-09,5.35,1,279
3635586,"Bright and airy 1-bed flat, nr Clifton & BBC",18332468,Zanna,,Clifton Down,51.46653,-2.61032,Entire home/apt,80,3,60,2019-04-22,1.05,1,63
3753997,"DOUBLE BED , PARKING OUTSIDE THE GATES, NEAR BUSES",2712754,Anna,,Eastville,51.46737,-2.53303,Private room,32,1,48,2016-11-27,0.83,1,0
3766960,Spacious Modern Victorian House with parking,19298185,Roz,,Brislington West,51.43647,-2.55678,Entire home/apt,160,3,37,2019-01-27,0.85,2,290
3788534,"Light, airy single room. 10mins walk from Centre.",19228735,Jude,,Southville,51.44525,-2.60523,Private room,30,2,122,2019-05-10,2.16,1,189
3817330,Large comfortable room in Redland,8259097,Ana,,Redland,51.47258,-2.61412,Private room,49,2,60,2019-04-08,1.05,2,324
3855299,"Characterful, light & spacious home",13625482,Celia,,Windmill Hill,51.43989,-2.58846,Entire home/apt,120,7,1,2015-08-30,0.02,3,0
3856453,Relaxing 2 bed. aptment. in Bristol,8259097,Ana,,Redland,51.47288,-2.61426,Entire home/apt,130,5,12,2017-08-14,0.21,2,41
3879902,Tranquil City Centre Double Room,5687726,Joanne,,Lawrence Hill,51.46306,-2.57796,Private room,42,1,118,2019-04-14,2.04,2,363
3905155,Beautiful well located garden flat,20209876,Tessa,,Redland,51.47034,-2.60392,Entire home/apt,50,3,1,2014-09-21,0.02,2,0
3906876,Luxury Harbour Side Apartment,20235167,Robert,,Hotwells & Harbourside,51.44923,-2.60908,Entire home/apt,225,2,28,2019-05-10,0.50,1,358
3956451,Stylish flat In Clifton Village,8949750,Sarah,,Clifton,51.45589,-2.61309,Entire home/apt,86,4,303,2019-04-26,5.34,1,43
3960179,FABULOUS!!!,20522861,Peter,,Avonmouth & Lawrence Weston,51.49699,-2.6466,Entire home/apt,78,2,1,2016-04-27,0.03,2,168
3965484,"Bright, comfy, kingsize en-suite w/breakfast",2323987,Jess And Rory,,Knowle,51.43464,-2.56684,Private room,40,1,228,2019-01-31,3.99,2,0
3974734,Large double room in Montpelier,16338731,Tina,,Ashley,51.47075,-2.59214,Private room,70,2,0,,,2,138
3975847,"Victorian house, cosy, quiet  room with double bed",20605126,Val,,Clifton Down,51.47077,-2.61189,Private room,40,1,62,2019-02-24,2.07,1,59
4086139,"Beautiful room and bathroom, central location",21194896,Sue,,Cotham,51.46225,-2.59804,Private room,50,1,512,2019-05-07,8.98,1,84
4130880,Cosy double. Free parking in Creative Southville.,21295528,Helen,,Bedminster,51.43973,-2.60978,Private room,35,1,196,2019-05-03,3.87,3,251
4187894,Single room for stopovers,4411092,Michele,,Frome Vale,51.48129,-2.52203,Private room,20,1,64,2019-05-02,1.71,1,86
4207614,Room in modern flat near centre,7529286,Jen,,Southville,51.44538,-2.59276,Private room,37,2,143,2019-05-01,3.65,1,72
4294704,LOVELY LARGE ATTIC ROOM WITH A VIEW,21456804,Sara,,Southville,51.44205,-2.60581,Private room,30,1,175,2018-09-14,3.14,1,150
4315598,Amazing location  Heart of Bristol,7607380,Jerry & Jacqui,,Hotwells & Harbourside,51.44695,-2.6032,Private room,59,1,252,2019-05-14,4.52,2,330
4322304,5 bed Clifton townhouse,22441461,Alex & Angela,,Clifton,51.45147,-2.61764,Entire home/apt,450,3,40,2018-08-13,0.77,1,270
4401942,Beautiful Garden Flat,11510329,Angelica,,Ashley,51.46967,-2.58799,Entire home/apt,35,2,7,2017-04-06,0.13,1,0
4405427,"Room with a view, Bristol",9793195,Liz,,Clifton,51.45268,-2.61047,Private room,43,2,58,2018-09-02,1.05,1,260
4415577,Modern Clifton Town House Flat,14393496,Polly And Robin,,Clifton Down,51.46419,-2.60883,Entire home/apt,35,1,6,2014-12-18,0.11,1,0
4438036,"2 beautiful double bedrooms, central Bristol",8618313,Luke & Caroline,,Cotham,51.46503,-2.60333,Private room,80,1,71,2019-04-21,1.61,2,46
4454288,Beautiful large ensuite bedroom in central Bristol,8618313,Luke & Caroline,,Cotham,51.46506,-2.60529,Private room,45,2,165,2019-04-20,3.02,2,45
4521395,"Stylish studio flat,central Bristol",23421319,Ian,,Brislington East,51.45166,-2.54502,Entire home/apt,65,2,104,2019-05-16,1.98,1,318
4531411,"Hill-top house with piano, near park, Sleeps 1-3",23494368,Charlotte,,Windmill Hill,51.43913,-2.59187,Private room,26,3,184,2019-05-02,3.37,7,76
4542428,Comfortable loft room in Horfield!,23554690,Chandra,,Horfield,51.48854,-2.5853,Private room,35,1,41,2019-03-03,0.75,1,365
4543852,Cosy Eco-Cabin with lake views,23560849,Ruby,,Eastville,51.47682,-2.55623,Entire home/apt,49,1,351,2019-05-12,6.39,2,74
4570407,Private Room with Private Bath in Central Bristol,5092392,Lydia,,Ashley,51.4605,-2.58592,Private room,55,2,24,2019-05-08,0.51,1,137
4592103,Victorian Maisonette,23701375,Erik,,Horfield,51.4911,-2.58351,Entire home/apt,99,2,82,2019-04-14,1.51,1,299
4640622,Bristol City Centre Apartment,16363556,Joanne,,Central,51.45574,-2.59601,Entire home/apt,60,2,93,2019-03-17,1.71,1,272
4641900,"Greenbank, characterful,  vegetarian house",24033662,Lesley,,Eastville,51.47098,-2.55292,Private room,28,1,10,2019-04-04,0.18,1,326
4683454,Spacious 1-bedroom Stokes Croft,570334,Eta,,Ashley,51.46241,-2.58708,Entire home/apt,58,3,4,2018-01-17,0.08,1,0
4687023,"Cosy double room, nice modern flat",24233051,Marie,,Central,51.45983,-2.5922,Private room,55,2,11,2015-09-04,0.23,1,0
4800697,Large sunny double room in Victorian House,24733888,Anna,,St George West,51.4586,-2.54942,Private room,22,2,16,2018-01-29,0.30,3,0
4950212,Private Room in Stoke Bishop,25514058,Luciene,,Stoke Bishop,51.47974,-2.64718,Private room,28,1,21,2018-07-13,0.47,1,196
5027387,Franks Place,24770635,Kerry,,Stoke Bishop,51.47473,-2.62571,Entire home/apt,125,2,93,2019-04-22,1.76,1,269
5032287,"Victorian house with loft, Bristol",9698026,Danielle,,Eastville,51.4685,-2.55607,Entire home/apt,100,2,33,2019-04-07,0.72,2,17
5039419,Comfortable two bedroom house in Bristol,7760148,Ed,,Easton,51.46664,-2.56044,Entire home/apt,54,14,38,2019-03-30,0.81,1,103
5124873,Detached cottage v.near University,11545251,Hattie,,Central,51.46134,-2.60288,Entire home/apt,69,2,75,2019-04-07,1.74,1,0
5142750,City centre living.,26587090,Tom,,Central,51.45513,-2.58535,Entire home/apt,100,2,0,,,1,178
5267860,Central Bristol - A light & welcoming garden flat,27267193,Catherine,,Redland,51.4697,-2.59458,Entire home/apt,73,1,86,2019-05-12,2.52,1,292
5295347,Gorgeous flat in Heart of Clifton,19389644,Jules,,Clifton Down,51.45888,-2.61033,Entire home/apt,72,2,297,2019-05-14,5.83,1,227
5393069,Two bed flat Clifton+Balcony+Parkng,27954975,Johnie,,Clifton Down,51.45926,-2.61001,Entire home/apt,80,2,233,2019-04-29,4.73,2,291
5441092,"Bright room, overlooking garden",28214217,Sarah,,Southville,51.44347,-2.60737,Private room,36,2,17,2015-11-18,0.33,4,71
5441708,Cosy Attic Room in Southville,28214217,Sarah,,Southville,51.44329,-2.60839,Private room,28,2,58,2019-05-06,1.13,4,87
5496194,Sunny room in happy house,3309796,Becky & Rachel,,Lawrence Hill,51.46531,-2.56697,Private room,31,2,186,2019-05-01,3.63,1,76
5503904,Comfortable Attic Room in Southville,28214217,Sarah,,Southville,51.44121,-2.60879,Private room,28,2,37,2019-03-22,0.75,4,76
5524997,"Light-filled flat, near cafes, restaurants, shops",23306252,Rosemary,,Clifton Down,51.46772,-2.60948,Private room,75,2,11,2018-04-20,0.49,1,137
5536298,Bright 1 Bed flat - City Center,7473303,Tianxin,,Hotwells & Harbourside,51.45118,-2.60438,Entire home/apt,109,2,3,2015-11-03,0.07,1,0
5566863,Family home in central Bristol,25648545,Rob,,Redland,51.47278,-2.59713,Entire home/apt,98,2,11,2018-08-12,0.29,1,244
5613882,one double room,10368086,Sara,,Cotham,51.47158,-2.6111,Private room,60,1,38,2019-03-03,1.09,3,88
5648346,"Charming, 3 bed family home available in August",29271997,Katy,,Knowle,51.43673,-2.57343,Entire home/apt,80,7,3,2017-08-29,0.06,2,0
5649344,Double room with amazing city views in family home,29271997,Katy,,Knowle,51.43865,-2.57297,Private room,55,2,18,2019-04-22,1.26,2,85
5659411,Gloucester Road Single Room,29334528,Annette,,Bishopston & Ashley Down,51.48035,-2.58251,Private room,22,1,113,2019-03-29,2.23,2,80
5723236,Quiet room in great location,29674675,Prue,,Bishopston & Ashley Down,51.47578,-2.59038,Private room,22,1,113,2019-05-12,2.30,6,287
5727533,Large family home close to centre,28520687,Ciara,,Bishopston & Ashley Down,51.47953,-2.58575,Entire home/apt,160,3,3,2018-03-18,0.12,1,22
5748368,"Sheil's Place, private bathroom, Breakfast",14505869,Sheilagh,,Bishopston & Ashley Down,51.47998,-2.58469,Private room,45,1,45,2019-05-05,1.30,1,291
5752534,Big sunny twin room on glorious  Gloucester Road,29674675,Prue,,Redland,51.47548,-2.59202,Private room,25,1,156,2019-05-15,3.17,6,316
5752786,Big 4 poster bedroom with shower on Gloucester Rd,29674675,Prue,,Bishopston & Ashley Down,51.47544,-2.58999,Private room,29,1,166,2019-05-11,3.36,6,213
5753753,Quiet room in brilliant location,29674675,Prue,,Redland,51.475,-2.5914,Private room,24,1,134,2019-05-12,2.71,6,287
5890330,Quiet double room close to centre,7588995,Olivia,,Ashley,51.4696,-2.58261,Private room,40,1,79,2017-11-19,1.58,2,252
5890872,"Private cosy flat, free road parking and garden",25846068,Liz And James,,Windmill Hill,51.43808,-2.59473,Entire home/apt,50,2,223,2019-04-26,4.47,1,259
5921924,Lovely single room ground floor,30753275,Sylvia,,Westbury-on-Trym & Henleaze,51.49256,-2.61894,Private room,22,2,117,2019-05-12,2.37,1,74
5923926,Lovely 1 Bed Attic near city centre,21546627,Carlos,,St George West,51.45998,-2.54896,Entire home/apt,55,1,8,2017-03-26,0.16,1,0
5974661,Modern 4 Bedroom House - Perfect for Families,29514308,Gavin,,Redland,51.47756,-2.60526,Entire home/apt,142,3,16,2018-09-05,0.34,1,21
5984540,Victoria Park Rooms - Ensuite attic studio,13625482,Celia,,Windmill Hill,51.43848,-2.58816,Private room,35,2,211,2019-04-28,4.44,3,83
5987632,Cosy Flat in Clifton Village,31057425,Gloria,,Clifton,51.45367,-2.61991,Entire home/apt,60,3,7,2016-11-15,0.15,1,0
6003828,Georgian flat in heart of Clifton,31130834,Sophie,,Clifton,51.4553,-2.61001,Entire home/apt,64,14,2,2015-08-23,0.04,1,0
6031105,Peaceful cosy room on Windmill Hill !,23494368,Charlotte,,Windmill Hill,51.43906,-2.58965,Private room,25,3,117,2019-05-12,2.41,7,67
6102243,Luxury Apartment with Roof Garden & 360 City Views,14666719,Carl & Natalie,,Bedminster,51.43646,-2.60262,Entire home/apt,109,1,82,2019-05-13,1.69,1,345
6103069,Large Victorian house overlooking park,31667040,Myles,,Ashley,51.47084,-2.58704,Entire home/apt,156,3,6,2018-07-29,0.15,1,0
6111392,"Quiet, comfy double room.",21562339,Becki,,Easton,51.45779,-2.55817,Private room,35,1,48,2017-09-19,0.97,1,0
6127021,Large Light & airy ensuite room (private bathroom),13093021,Katie,,Central,51.4624,-2.60707,Private room,31,5,28,2019-03-18,0.59,3,166
6206974,Massive loft room in Montpelier.,1297767,Lawrence,,Ashley,51.46987,-2.58321,Private room,46,2,142,2019-04-22,2.88,3,179
6307289,Large en-suite just off high street,4656507,Travis,,Redland,51.47087,-2.59366,Private room,42,3,9,2016-09-18,0.19,1,173
6347144,Stylish & Relaxing Loft Overlooking The River+Prk,11141720,Mike,,Brislington West,51.44333,-2.56804,Entire home/apt,70,1,80,2019-05-17,1.65,7,12
6362232,Spacious Loft sleeps 1-4. Free parking. Views.,21295528,Helen,,Southville,51.4426,-2.60857,Private room,36,1,417,2019-05-12,8.76,3,227
6374568,"Lovely, sunny single room (♀ only).",6353043,Cat,,Clifton,51.45308,-2.61842,Private room,40,1,11,2015-09-28,0.23,1,5
6376019,Double room with private lounge +WC,5100050,Andy,,Ashley,51.46378,-2.58375,Private room,29,2,23,2019-04-27,0.47,2,142
6388411,City centre 2 dbl bedroom & garden.,2914982,Syadid,,Lawrence Hill,51.45715,-2.58266,Entire home/apt,120,1,185,2019-05-05,3.85,1,301
6398905,"Characterful Victorian home in Easton, Bristol",14556974,Cassy,,Lawrence Hill,51.4664,-2.56644,Entire home/apt,80,7,1,2017-07-20,0.04,2,0
6406525,3BD central - discount January 2019,13685989,Juliet,,Redland,51.47295,-2.5931,Entire home/apt,210,5,17,2019-04-19,0.36,2,343
6423395,Spacious and cosy family home,29443025,Rachel,,Easton,51.46874,-2.558,Private room,32,1,219,2019-03-10,4.77,2,199
6424625,Double room in historic house.,33518650,Mariti,,Westbury-on-Trym & Henleaze,51.49025,-2.63525,Private room,40,1,19,2018-10-07,0.40,2,0
6429176,Beautiful en-suite king size room,33518650,Mariti,,Westbury-on-Trym & Henleaze,51.48974,-2.63499,Private room,65,2,15,2018-09-30,0.31,2,118
6492912,Cosy double room in Clifton,18094242,Aniket,,Clifton Down,51.46539,-2.61643,Private room,35,2,44,2019-05-07,0.98,3,74
6550044,"En suite, spacious loft room.",34259390,Lotty And Jack,,Ashley,51.47003,-2.57686,Private room,50,3,26,2017-08-13,1.00,1,27
